Date,Min,MinCorrect,Average,AverageCorrect,Max,MaxCorrect
19670220,-5.2,0,-3.3,0,-2.4,0
19670221,-3.5,0,-0.6,0,1.4,0
19670222,-5.8,0,-3.5,0,-0.3,0
19670223,-3.7,0,-2.6,0,-0.5,0
19670224,-3.9,0,-3.1,0,-2.3,0
19670225,-3.9,0,-1.2,0,1.4,0
19670226,-0.8,0,1.2,0,3.1,0
19670227,-0.9,0,0.0,0,1.9,0
19670228,-4.7,0,-2.2,0,0.3,0
19670301,-0.4,0,1.9,0,3.7,0
19670302,1.1,0,2.1,0,2.8,0
19670303,1.5,0,2.1,0,2.7,0
19670304,-2.5,0,1.2,0,3.1,0
19670305,-5.1,0,-0.5,0,4.0,0
19670306,1.4,0,2.0,0,3.2,0
19670307,2.1,0,2.9,0,4.0,0
19670308,-0.1,0,1.4,0,3.0,0
19670309,0.9,0,2.2,0,4.4,0
19670310,0.5,0,1.4,0,2.8,0
19670311,1.9,0,3.7,0,5.3,0
19670312,1.8,0,2.9,0,4.4,0
19670313,0.1,0,2.6,0,4.6,0
19670314,0.5,0,2.2,0,3.6,0
19670315,-2.5,0,0.2,0,2.5,0
19670316,0.3,0,2.0,0,3.3,0
19670317,-2.2,0,0.5,0,3.1,0
19670318,-4.8,0,0.2,0,5.3,0
19670319,-3.6,0,1.0,0,5.5,0
19670320,-2.9,0,0.6,0,4.0,0
19670321,-0.3,0,1.2,0,2.7,0
19670322,0.4,0,1.6,0,5.0,0
19670323,-1.7,0,0.4,0,3.1,0
19670324,-4.4,0,-1.0,0,3.1,0
19670325,-5.6,0,-2.4,0,1.4,0
19670326,-2.2,0,-0.2,0,2.5,0
19670327,0.0,0,2.9,0,6.4,0
19670328,1.7,0,5.3,0,7.9,0
19670329,3.7,0,5.1,0,7.4,0
19670330,1.7,0,3.0,0,5.3,0
19670331,1.8,0,3.5,0,5.5,0
19670401,0.1,0,2.0,0,4.5,0
19670402,-2.0,0,1.4,0,5.0,0
19670403,-4.6,0,-0.3,0,4.6,0
19670404,0.9,0,2.7,0,5.0,0
19670405,2.1,0,3.2,0,5.1,0
19670406,2.9,0,4.8,0,7.4,0
19670407,1.6,0,6.4,0,10.9,0
19670408,5.1,0,9.2,0,15.0,0
19670409,2.7,0,7.5,0,12.0,0
19670410,5.5,0,6.8,0,9.7,0
19670411,3.8,0,5.5,0,7.0,0
19670412,0.9,0,4.9,0,9.3,0
19670413,-2.1,0,3.2,0,8.5,0
19670414,-1.2,0,3.8,0,11.1,0
19670415,0.2,0,6.3,0,12.5,0
19670416,1.4,0,4.9,0,9.7,0
19670417,1.5,0,3.7,0,6.8,0
19670418,-1.6,0,1.8,0,5.4,0
19670419,-3.6,0,-0.7,0,2.0,0
19670420,-2.0,0,2.2,0,6.6,0
19670421,1.5,0,6.1,0,10.4,0
19670422,4.9,0,8.4,0,15.3,0
19670423,1.7,0,4.3,0,7.1,0
19670424,2.0,0,4.8,0,8.5,0
19670425,1.9,0,3.4,0,5.9,0
19670426,-1.4,0,4.7,0,11.1,0
19670427,-0.7,0,6.4,0,13.6,0
19670428,0.3,0,8.1,0,14.7,0
19670429,3.6,0,6.0,0,12.9,0
19670430,1.1,0,3.3,0,5.8,0
19670501,-1.1,0,2.4,0,6.4,0
19670502,1.9,0,8.1,0,12.6,0
19670503,3.9,0,6.9,0,10.9,0
19670504,4.6,0,5.9,0,7.9,0
19670505,6.6,0,14.5,0,22.9,0
19670506,1.9,0,4.1,0,13.2,0
19670507,2.8,0,5.0,0,7.9,0
19670508,4.0,0,9.7,0,17.7,0
19670509,4.2,0,7.6,0,10.0,0
19670510,6.3,0,8.2,0,10.2,0
19670511,5.6,0,9.0,0,14.1,0
19670512,4.3,0,9.5,0,15.4,0
19670513,7.7,0,13.7,0,21.0,0
19670514,13.3,0,15.8,0,19.5,0
19670515,8.8,0,12.4,0,15.3,0
19670516,4.8,0,9.3,0,14.3,0
19670517,6.7,0,9.4,0,12.3,0
19670518,6.1,0,13.4,0,20.6,0
19670519,4.3,0,13.2,0,20.4,0
19670520,5.1,0,9.8,0,15.5,0
19670521,7.1,0,11.9,0,16.1,0
19670522,7.0,0,12.1,0,17.4,0
19670523,6.3,0,13.6,0,20.9,0
19670524,10.4,0,14.7,0,20.3,0
19670525,12.4,0,17.7,0,25.4,0
19670526,10.5,0,13.3,0,16.8,0
19670527,9.1,0,14.1,0,19.1,0
19670528,7.4,0,15.1,0,20.4,0
19670529,6.6,0,14.5,0,20.3,0
19670530,6.4,0,14.7,0,21.7,0
19670531,11.1,0,16.7,0,21.5,0
19670601,9.5,0,16.0,0,21.2,0
19670602,7.5,0,11.8,0,17.6,0
19670603,5.4,0,13.2,0,19.3,0
19670604,11.2,0,15.2,0,20.0,0
19670605,10.2,0,12.8,0,15.0,0
19670606,7.5,0,9.3,0,13.7,0
19670607,4.8,0,10.2,0,14.9,0
19670608,10.8,0,13.0,0,16.3,0
19670609,8.3,0,10.6,0,15.1,0
19670610,7.6,0,12.3,0,17.0,0
19670611,10.3,0,11.6,0,15.3,0
19670612,5.6,0,8.0,0,10.8,0
19670613,5.3,0,8.1,0,11.3,0
19670614,8.4,0,10.0,0,11.6,0
19670615,11.0,0,16.5,0,22.2,0
19670616,9.5,0,14.8,0,20.2,0
19670617,8.1,0,16.6,0,23.6,0
19670618,10.5,0,16.3,0,20.2,0
19670619,8.9,0,16.2,0,21.9,0
19670620,12.5,0,17.8,0,22.5,0
19670621,11.3,0,18.8,0,24.7,0
19670622,14.2,0,17.5,0,23.7,0
19670623,11.3,0,14.2,0,18.1,0
19670624,10.4,0,13.4,0,16.0,0
19670625,10.1,0,13.8,0,17.2,0
19670626,10.5,0,18.0,0,24.1,0
19670627,16.1,0,18.3,0,23.1,0
19670628,12.7,0,16.2,0,20.9,0
19670629,15.3,0,16.6,0,18.5,0
19670630,13.9,0,16.2,0,18.9,0
19670701,11.1,0,14.6,0,18.4,0
19670702,11.2,0,14.7,0,17.5,0
19670703,7.7,0,15.2,0,20.6,0
19670704,13.0,0,18.7,0,23.9,0
19670705,13.7,0,16.1,0,21.9,0
19670706,12.2,0,14.9,0,18.6,0
19670707,11.6,0,13.7,0,15.5,0
19670708,13.1,0,16.2,0,20.7,0
19670709,13.6,0,18.3,0,23.8,0
19670710,15.3,0,17.9,0,21.3,0
19670711,13.8,0,18.3,0,25.2,0
19670712,14.0,0,16.8,0,20.6,0
19670713,12.5,0,15.8,0,19.3,0
19670714,11.1,0,15.4,0,19.4,0
19670715,13.1,0,15.6,0,19.4,0
19670716,9.2,0,15.5,0,20.5,0
19670717,12.0,0,15.2,0,17.8,0
19670718,7.2,0,14.8,0,20.9,0
19670719,10.6,0,17.5,0,23.2,0
19670720,13.4,0,20.1,0,26.7,0
19670721,17.0,0,22.4,0,28.8,0
19670722,15.3,0,18.9,0,23.9,0
19670723,13.9,0,19.0,0,25.0,0
19670724,13.0,0,18.2,0,24.4,0
19670725,12.6,0,18.5,0,24.1,0
19670726,14.7,0,18.6,0,23.6,0
19670727,13.5,0,17.9,0,22.4,0
19670728,12.4,0,19.2,0,26.0,0
19670729,15.5,0,21.1,0,25.5,0
19670730,17.1,0,22.3,0,28.4,0
19670731,16.4,0,21.8,0,28.2,0
19670801,16.6,0,20.9,0,26.4,0
19670802,15.9,0,21.9,0,28.6,0
19670803,17.1,0,24.3,0,31.2,0
19670804,19.0,0,24.8,0,29.8,0
19670805,19.1,0,22.6,0,26.9,0
19670806,15.5,0,19.1,0,27.3,0
19670807,11.2,0,12.5,0,15.6,0
19670808,12.2,0,14.4,0,17.2,0
19670809,14.0,0,17.1,0,21.9,0
19670810,14.5,0,16.4,0,20.3,0
19670811,12.7,0,16.8,0,20.1,0
19670812,13.8,0,20.3,0,26.1,0
19670813,16.8,0,19.3,0,23.4,0
19670814,16.1,0,19.6,0,24.5,0
19670815,15.7,0,19.0,0,23.0,0
19670816,15.9,0,17.6,0,19.3,0
19670817,15.0,0,19.3,0,24.5,0
19670818,15.9,0,17.5,0,21.4,0
19670819,12.7,0,15.9,0,20.1,0
19670820,12.6,0,17.7,0,22.7,0
19670821,13.9,0,15.6,0,18.9,0
19670822,10.1,0,14.7,0,19.5,0
19670823,10.5,0,14.4,0,18.4,0
19670824,12.0,0,14.6,0,17.9,0
19670825,9.3,0,15.1,0,21.3,0
19670826,12.2,0,14.4,0,19.4,0
19670827,12.3,0,14.2,0,17.6,0
19670828,12.2,0,14.6,0,17.4,0
19670829,11.8,0,15.2,0,19.9,0
19670830,10.4,0,15.1,0,19.6,0
19670831,12.2,0,15.6,0,19.9,0
19670901,12.0,0,16.4,0,21.0,0
19670902,12.7,0,14.7,0,19.0,0
19670903,9.5,0,12.8,0,15.6,0
19670904,12.0,0,16.7,0,22.1,0
19670905,14.4,0,20.5,0,27.5,0
19670906,17.3,0,21.9,0,27.5,0
19670907,16.9,0,17.9,0,21.9,0
19670908,11.7,0,17.2,0,22.6,0
19670909,15.2,0,17.8,0,22.0,0
19670910,15.9,0,18.7,0,23.0,0
19670911,13.8,0,16.1,0,18.9,0
19670912,12.0,0,14.7,0,18.2,0
19670913,6.9,0,11.8,0,17.9,0
19670914,9.3,0,14.0,0,19.1,0
19670915,12.4,0,15.3,0,19.7,0
19670916,8.3,0,13.3,0,18.0,0
19670917,5.8,0,10.7,0,15.5,0
19670918,4.3,0,9.6,0,16.4,0
19670919,7.8,0,11.8,0,16.5,0
19670920,5.9,0,10.0,0,13.9,0
19670921,2.7,0,8.3,0,14.7,0
19670922,5.5,0,9.4,0,14.2,0
19670923,9.5,0,12.4,0,16.9,0
19670924,11.1,0,12.4,0,14.3,0
19670925,11.0,0,11.6,0,12.1,0
19670926,11.0,0,12.2,0,15.4,0
19670927,8.0,0,11.4,0,14.0,0
19670928,3.5,0,6.5,0,10.5,0
19670929,4.5,0,8.5,0,12.3,0
19670930,3.0,0,6.8,0,9.6,0
19671001,0.8,0,5.8,0,10.9,0
19671002,5.5,0,10.3,0,15.1,0
19671003,11.7,0,13.6,0,16.6,0
19671004,7.5,0,11.9,0,14.9,0
19671005,10.5,0,13.9,0,18.3,0
19671006,10.7,0,13.0,0,16.1,0
19671007,8.3,0,10.2,0,13.1,0
19671008,9.3,0,10.3,0,11.4,0
19671009,9.7,0,10.4,0,11.4,0
19671010,9.0,0,10.2,0,12.0,0
19671011,6.9,0,8.1,0,9.6,0
19671012,4.0,0,8.0,0,10.9,0
19671013,9.9,0,12.2,0,13.1,0
19671014,10.2,0,12.4,0,14.3,0
19671015,9.0,0,10.9,0,13.2,0
19671016,9.0,0,11.5,0,13.9,0
19671017,6.6,0,8.2,0,10.1,0
19671018,1.5,0,7.6,0,13.6,0
19671019,3.0,0,5.5,0,8.8,0
19671020,0.7,0,4.9,0,7.4,0
19671021,2.5,0,4.0,0,6.3,0
19671022,4.2,0,5.7,0,9.3,0
19671023,3.2,0,5.2,0,7.9,0
19671024,-0.8,0,2.7,0,6.6,0
19671025,3.8,0,6.1,0,7.4,0
19671026,6.0,0,7.6,0,9.8,0
19671027,8.1,0,10.4,0,11.9,0
19671028,6.8,0,8.6,0,10.7,0
19671029,9.7,0,10.4,0,11.6,0
19671030,8.6,0,9.7,0,11.1,0
19671031,6.2,0,7.3,0,9.3,0
19671101,0.4,0,2.4,0,6.2,0
19671102,3.3,0,6.8,0,9.9,0
19671103,6.9,0,10.2,0,11.8,0
19671104,11.0,0,11.7,0,12.3,0
19671105,8.7,0,10.0,0,11.3,0
19671106,9.5,0,10.2,0,11.6,0
19671107,9.0,0,10.0,0,10.5,0
19671108,4.4,0,7.5,0,10.4,0
19671109,1.2,0,2.8,0,4.8,0
19671110,0.9,0,3.2,0,6.7,0
19671111,4.9,0,5.7,0,6.6,0
19671112,4.9,0,5.7,0,6.1,0
19671113,3.9,0,4.7,0,5.8,0
19671114,1.2,0,2.7,0,4.1,0
19671115,-0.9,0,1.7,0,4.3,0
19671116,3.9,0,5.1,0,6.1,0
19671117,1.5,0,2.8,0,5.0,0
19671118,0.4,0,1.3,0,2.4,0
19671119,-2.0,0,0.0,0,1.7,0
19671120,-2.8,0,-1.6,0,0.4,0
19671121,0.2,0,2.4,0,4.5,0
19671122,0.7,0,2.1,0,4.3,0
19671123,-2.1,0,-0.3,0,1.2,0
19671124,-5.1,0,-3.0,0,0.7,0
19671125,-3.1,0,-0.8,0,0.2,0
19671126,-3.4,0,-1.6,0,-0.2,0
19671127,-5.1,0,-3.6,0,-2.4,0
19671128,-7.9,0,-7.1,0,-4.8,0
19671129,-9.4,0,-6.1,0,-2.0,0
19671130,-2.5,0,-1.3,0,-0.4,0
19671201,-2.8,0,-0.7,0,2.4,0
19671202,-0.9,0,0.7,0,2.5,0
19671203,-6.3,0,-4.3,0,-0.1,0
19671204,-7.0,0,-5.4,0,-4.0,0
19671205,-8.6,0,-6.8,0,-5.5,0
19671206,-8.4,0,-6.9,0,-6.3,0
19671207,-8.2,0,-7.6,0,-6.7,0
19671208,-9.7,0,-8.3,0,-6.4,0
19671209,-12.7,0,-9.2,0,-6.5,0
19671210,-6.7,0,-5.4,0,-4.0,0
19671211,-10.0,0,-7.0,0,-4.5,0
19671212,-15.0,0,-12.4,0,-9.6,0
19671213,-16.2,0,-14.8,0,-11.5,0
19671214,-11.6,0,-6.7,0,-5.1,0
19671215,-5.5,0,-0.9,0,3.0,0
19671216,-0.4,0,1.8,0,4.0,0
19671217,-5.8,0,-3.6,0,0.0,0
19671218,-13.1,0,-9.3,0,-5.6,0
19671219,-18.9,0,-16.2,0,-12.6,0
19671220,-17.8,0,-12.7,0,-8.6,0
19671221,-22.2,0,-20.8,0,-16.8,0
19671222,-19.9,0,-15.8,0,-11.9,0
19671223,-23.2,0,-20.4,0,-17.7,0
19671224,-23.2,0,-20.1,0,-16.7,0
19671225,-19.4,0,-15.4,0,-13.6,0
19671226,-16.7,0,-13.8,0,-11.6,0
19671227,-16.3,0,-13.5,0,-11.8,0
19671228,-17.4,0,-11.8,0,-8.3,0
19671229,-8.5,0,-5.3,0,-4.0,0
19671230,-5.2,0,-2.7,0,-0.8,0
19671231,-10.0,0,-8.2,0,-4.8,0
19680101,-9.7,0,-7.7,0,-6.8,0
19680102,-9.1,0,-8.1,0,-7.1,0
19680103,-8.9,0,-7.5,0,-5.8,0
19680104,-14.8,0,-9.9,0,-7.9,0
19680105,-20.9,0,-17.8,0,-13.7,0
19680106,-20.2,0,-17.9,0,-15.2,0
19680107,-25.8,0,-22.0,0,-17.9,0
19680108,-28.6,0,-25.4,0,-23.2,0
19680109,-25.7,0,-22.6,0,-20.5,0
19680110,-27.4,0,-23.4,0,-20.5,0
19680111,-27.0,0,-25.1,0,-21.7,0
19680112,-26.2,0,-22.1,0,-18.9,0
19680113,-31.8,0,-28.0,0,-19.2,0
19680114,-31.0,0,-25.4,0,-21.0,0
19680115,-29.1,0,-25.1,0,-20.2,0
19680116,-25.7,0,-22.7,0,-20.9,0
19680117,-27.3,0,-24.0,0,-20.2,0
19680118,-27.5,0,-24.4,0,-20.4,0
19680119,-24.3,0,-22.4,0,-19.7,0
19680120,-21.4,0,-12.7,0,-5.1,0
19680121,-7.0,0,-5.9,0,-4.8,0
19680122,-12.0,0,-8.3,0,-5.6,0
19680123,-17.1,0,-14.4,0,-11.7,0
19680124,-20.4,0,-18.6,0,-16.8,0
19680125,-19.6,0,-15.8,0,-11.5,0
19680126,-11.8,0,-8.4,0,-5.9,0
19680127,-17.9,0,-15.0,0,-7.7,0
19680128,-17.6,0,-15.2,0,-13.6,0
19680129,-14.8,0,-10.7,0,-6.3,0
19680130,-6.8,0,-3.2,0,-1.5,0
19680131,-1.9,0,-1.0,0,0.1,0
19680201,-2.8,0,-0.3,0,2.4,0
19680202,-0.6,0,1.7,0,3.0,0
19680203,-1.6,0,1.1,0,2.6,0
19680204,-1.9,0,0.1,0,2.0,0
19680205,-0.8,0,0.3,0,1.1,0
19680206,-3.7,0,-1.4,0,0.0,0
19680207,-13.6,0,-8.4,0,-3.0,0
19680208,-15.1,0,-12.2,0,-8.5,0
19680209,-12.0,0,-10.4,0,-8.0,0
19680210,-8.2,0,-6.0,0,-3.9,0
19680211,-6.9,0,-5.8,0,-4.0,0
19680212,-6.8,0,-5.9,0,-4.5,0
19680213,-7.0,0,-5.5,0,-3.9,0
19680214,-9.6,0,-7.2,0,-3.5,0
19680215,-13.0,0,-5.6,0,-2.6,0
19680216,-7.8,0,-5.4,0,-3.5,0
19680217,-14.6,0,-10.4,0,-7.5,0
19680218,-8.0,0,-5.9,0,-3.3,0
19680219,-7.9,0,-6.3,0,-3.3,0
19680220,-7.7,0,-5.4,0,-3.5,0
19680221,-9.2,0,-6.3,0,-4.5,0
19680222,-12.7,0,-9.5,0,-6.5,0
19680223,-12.5,0,-10.9,0,-10.1,0
19680224,-21.2,0,-15.8,0,-10.7,0
19680225,-18.7,0,-13.2,0,-6.1,0
19680226,-11.1,0,-6.1,0,-3.5,0
19680227,-6.4,0,-4.1,0,-0.4,0
19680228,-6.4,0,-2.3,0,2.0,0
19680229,-8.2,0,-2.8,0,-0.2,0
19680301,-1.4,0,0.1,0,3.5,0
19680302,-4.5,0,-2.0,0,0.5,0
19680303,-5.9,0,-2.6,0,0.1,0
19680304,-6.2,0,-3.7,0,-1.0,0
19680305,-4.7,0,-3.2,0,-0.8,0
19680306,-5.8,0,-1.5,0,1.5,0
19680307,-7.1,0,-3.2,0,-0.1,0
19680308,-3.4,0,-1.8,0,0.6,0
19680309,-1.7,0,0.3,0,1.5,0
19680310,-6.2,0,-4.1,0,-1.0,0
19680311,-7.6,0,-6.0,0,-4.0,0
19680312,-10.6,0,-7.7,0,-5.3,0
19680313,-17.6,0,-8.0,0,1.0,0
19680314,0.0,0,1.3,0,2.0,0
19680315,-11.1,0,-8.4,0,0.4,0
19680316,-8.7,0,-7.3,0,-4.8,0
19680317,-11.6,0,-6.6,0,-1.8,0
19680318,-2.8,0,1.6,0,3.5,0
19680319,-5.0,0,0.0,0,2.1,0
19680320,-9.6,0,-3.3,0,2.6,0
19680321,-0.2,0,3.9,0,7.1,0
19680322,0.3,0,3.9,0,8.6,0
19680323,1.3,0,2.7,0,6.3,0
19680324,0.3,0,2.6,0,5.8,0
19680325,3.5,0,7.7,0,12.3,0
19680326,3.3,0,6.7,0,9.4,0
19680327,1.0,0,3.2,0,5.5,0
19680328,2.8,0,3.6,0,4.8,0
19680329,1.2,0,2.6,0,4.5,0
19680330,0.5,0,4.0,0,9.4,0
19680331,0.8,0,3.6,0,9.0,0
19680401,-0.6,0,0.9,0,2.4,0
19680402,-3.8,0,0.0,0,4.0,0
19680403,0.4,0,4.3,0,8.0,0
19680404,0.7,0,3.8,0,7.1,0
19680405,0.7,0,3.2,0,7.6,0
19680406,0.7,0,2.5,0,3.8,0
19680407,0.4,0,2.2,0,4.2,0
19680408,0.9,0,2.9,0,5.9,0
19680409,-2.6,0,0.2,0,3.4,0
19680410,-2.5,0,1.0,0,3.8,0
19680411,0.4,0,2.6,0,5.7,0
19680412,3.3,0,5.1,0,8.2,0
19680413,-1.5,0,2.1,0,5.8,0
19680414,-1.6,0,2.4,0,5.9,0
19680415,0.3,0,3.9,0,8.3,0
19680416,0.9,0,3.6,0,8.1,0
19680417,-2.6,0,0.0,0,3.2,0
19680418,-1.2,0,3.4,0,9.4,0
19680419,2.3,0,4.6,0,8.9,0
19680420,-1.6,0,5.0,0,10.6,0
19680421,5.4,0,8.1,0,13.3,0
19680422,3.4,0,7.0,0,11.3,0
19680423,1.3,0,5.9,0,12.4,0
19680424,0.2,0,3.1,0,7.4,0
19680425,3.1,0,4.1,0,7.4,0
19680426,2.4,0,6.8,0,12.1,0
19680427,4.0,0,7.3,0,10.7,0
19680428,-0.9,0,2.8,0,7.0,0
19680429,2.8,0,6.1,0,10.1,0
19680430,1.5,0,9.4,0,17.5,0
19680501,7.0,0,8.9,0,14.5,0
19680502,5.9,0,8.2,0,9.9,0
19680503,5.1,0,7.0,0,9.8,0
19680504,4.7,0,6.4,0,10.5,0
19680505,5.7,0,11.2,0,17.3,0
19680506,9.8,0,13.5,0,17.2,0
19680507,5.0,0,11.7,0,19.4,0
19680508,7.5,0,10.6,0,16.9,0
19680509,7.4,0,8.7,0,10.9,0
19680510,3.9,0,8.7,0,14.1,0
19680511,7.1,0,11.9,0,18.0,0
19680512,10.7,0,16.5,0,22.1,0
19680513,8.8,0,13.9,0,20.9,0
19680514,5.7,0,10.3,0,15.2,0
19680515,7.7,0,11.0,0,16.7,0
19680516,5.0,0,7.0,0,9.8,0
19680517,0.8,0,3.0,0,7.8,0
19680518,1.3,0,5.0,0,9.9,0
19680519,6.7,0,9.5,0,14.9,0
19680520,5.5,0,9.4,0,13.4,0
19680521,6.7,0,9.3,0,12.6,0
19680522,2.0,0,4.3,0,7.0,0
19680523,1.8,0,3.7,0,5.8,0
19680524,-0.1,0,5.7,0,9.9,0
19680525,2.0,0,6.7,0,10.9,0
19680526,-0.1,0,7.4,0,12.9,0
19680527,1.8,0,10.0,0,16.0,0
19680528,5.5,0,13.0,0,19.0,0
19680529,10.3,0,13.4,0,17.3,0
19680530,7.0,0,12.6,0,18.6,0
19680531,9.0,0,13.9,0,19.6,0
19680601,5.5,0,10.4,0,14.2,0
19680602,6.3,0,13.4,0,19.2,0
19680603,9.6,0,12.9,0,15.9,0
19680604,6.0,0,13.8,0,20.2,0
19680605,11.7,0,18.6,0,23.9,0
19680606,13.2,0,19.5,0,25.8,0
19680607,13.5,0,17.8,0,22.4,0
19680608,13.7,0,15.8,0,19.7,0
19680609,11.5,0,14.6,0,18.4,0
19680610,10.1,0,14.3,0,17.7,0
19680611,8.6,0,13.0,0,17.1,0
19680612,7.5,0,13.8,0,19.9,0
19680613,11.3,0,16.4,0,21.6,0
19680614,14.2,0,18.2,0,22.6,0
19680615,9.4,0,17.6,0,23.9,0
19680616,13.4,0,17.3,0,20.6,0
19680617,13.0,0,18.0,0,22.4,0
19680618,14.2,0,18.8,0,23.6,0
19680619,14.5,0,22.7,0,29.0,0
19680620,20.0,0,22.8,0,27.9,0
19680621,17.9,0,22.1,0,29.4,0
19680622,17.7,0,21.8,0,27.6,0
19680623,16.2,0,17.8,0,20.2,0
19680624,16.1,0,20.6,0,26.4,0
19680625,15.6,0,19.1,0,22.9,0
19680626,14.0,0,17.5,0,21.9,0
19680627,15.2,0,17.4,0,20.4,0
19680628,13.5,0,16.8,0,20.7,0
19680629,12.5,0,14.5,0,17.0,0
19680630,12.6,0,15.0,0,19.3,0
19680701,13.9,0,15.0,0,17.9,0
19680702,12.5,0,15.7,0,19.9,0
19680703,12.0,0,19.4,0,25.2,0
19680704,15.9,0,22.0,0,27.4,0
19680705,17.0,0,20.9,0,24.3,0
19680706,14.6,0,18.1,0,21.0,0
19680707,12.4,0,17.6,0,23.4,0
19680708,13.5,0,15.8,0,19.6,0
19680709,11.2,0,13.3,0,14.7,0
19680710,9.6,0,12.6,0,16.8,0
19680711,10.9,0,13.3,0,15.6,0
19680712,9.5,0,11.4,0,14.4,0
19680713,9.5,0,11.4,0,14.3,0
19680714,10.8,0,11.9,0,13.2,0
19680715,11.5,0,12.7,0,14.2,0
19680716,11.8,0,12.8,0,14.6,0
19680717,10.9,0,13.3,0,15.7,0
19680718,11.5,0,13.0,0,16.8,0
19680719,9.9,0,12.8,0,15.9,0
19680720,7.5,0,11.2,0,15.3,0
19680721,4.9,0,9.2,0,13.2,0
19680722,8.2,0,10.3,0,13.6,0
19680723,8.4,0,10.7,0,14.2,0
19680724,5.0,0,10.3,0,14.6,0
19680725,8.3,0,12.7,0,16.4,0
19680726,11.7,0,14.8,0,20.3,0
19680727,10.1,0,15.1,0,21.3,0
19680728,12.6,0,17.4,0,22.1,0
19680729,14.2,0,17.4,0,21.1,0
19680730,9.1,0,15.3,0,19.6,0
19680731,8.6,0,14.1,0,18.7,0
19680801,13.7,0,17.6,0,22.6,0
19680802,15.2,0,16.7,0,19.3,0
19680803,10.6,0,13.4,0,16.5,0
19680804,9.8,0,15.6,0,21.1,0
19680805,11.1,0,15.8,0,20.1,0
19680806,10.1,0,16.0,0,20.4,0
19680807,11.6,0,17.7,0,22.6,0
19680808,11.2,0,15.2,0,18.9,0
19680809,10.7,0,14.5,0,19.4,0
19680810,10.3,0,15.6,0,20.5,0
19680811,14.0,0,16.9,0,20.0,0
19680812,13.8,0,18.7,0,23.4,0
19680813,13.9,0,17.2,0,22.6,0
19680814,12.4,0,14.9,0,18.3,0
19680815,11.0,0,16.7,0,22.2,0
19680816,13.0,0,18.6,0,23.9,0
19680817,13.4,0,15.5,0,19.9,0
19680818,11.9,0,14.8,0,17.7,0
19680819,14.0,0,17.4,0,20.7,0
19680820,14.5,0,17.2,0,21.1,0
19680821,16.0,0,21.3,0,27.1,0
19680822,16.0,0,20.7,0,26.3,0
19680823,15.7,0,21.0,0,26.9,0
19680824,14.6,0,20.1,0,26.3,0
19680825,15.2,0,20.2,0,25.7,0
19680826,15.0,0,18.4,0,23.6,0
19680827,14.6,0,16.3,0,18.6,0
19680828,15.5,0,17.7,0,21.3,0
19680829,15.9,0,19.3,0,24.3,0
19680830,17.3,0,19.7,0,22.8,0
19680831,16.0,0,20.0,0,26.3,0
19680901,15.5,0,18.4,0,22.0,0
19680902,14.8,0,18.5,0,23.8,0
19680903,14.5,0,19.8,0,27.0,0
19680904,13.8,0,20.0,0,27.1,0
19680905,15.0,0,20.8,0,29.0,0
19680906,15.7,0,20.2,0,26.9,0
19680907,14.0,0,18.2,0,24.2,0
19680908,10.4,0,12.8,0,18.1,0
19680909,5.6,0,9.2,0,12.2,0
19680910,7.2,0,9.7,0,12.2,0
19680911,7.5,0,11.1,0,14.4,0
19680912,9.0,0,11.3,0,15.0,0
19680913,9.3,0,10.8,0,13.8,0
19680914,7.0,0,8.4,0,10.5,0
19680915,6.2,0,8.4,0,12.5,0
19680916,1.9,0,4.5,0,6.9,0
19680917,-1.5,0,4.5,0,10.1,0
19680918,5.6,0,7.2,0,8.6,0
19680919,-0.7,0,4.4,0,10.2,0
19680920,4.5,0,8.0,0,12.2,0
19680921,9.4,0,11.6,0,14.5,0
19680922,8.6,0,10.1,0,12.7,0
19680923,9.3,0,9.8,0,10.9,0
19680924,9.3,0,11.4,0,14.2,0
19680925,9.8,0,10.9,0,12.8,0
19680926,8.4,0,9.7,0,11.1,0
19680927,5.5,0,6.7,0,8.6,0
19680928,2.7,0,6.6,0,11.2,0
19680929,-0.9,0,5.1,0,11.7,0
19680930,1.9,0,6.0,0,11.3,0
19681001,0.3,0,4.0,0,7.4,0
19681002,3.9,0,5.8,0,8.0,0
19681003,5.9,0,6.9,0,8.9,0
19681004,6.7,0,9.3,0,10.4,0
19681005,0.2,0,5.2,0,9.4,0
19681006,-0.5,0,0.9,0,2.7,0
19681007,-0.9,0,1.0,0,4.1,0
19681008,0.4,0,2.8,0,5.1,0
19681009,3.2,0,5.2,0,8.0,0
19681010,0.3,0,2.6,0,5.4,0
19681011,-2.5,0,0.3,0,4.0,0
19681012,-1.7,0,0.8,0,4.1,0
19681013,3.4,0,5.7,0,8.7,0
19681014,8.1,0,9.7,0,11.3,0
19681015,2.9,0,6.6,0,10.7,0
19681016,1.3,0,2.0,0,3.5,0
19681017,-0.9,0,1.3,0,3.2,0
19681018,2.8,0,4.6,0,5.5,0
19681019,-0.2,0,2.0,0,4.2,0
19681020,-1.1,0,0.5,0,3.1,0
19681021,1.8,0,5.5,0,6.8,0
19681022,5.6,0,6.3,0,7.8,0
19681023,1.2,0,4.2,0,7.9,0
19681024,-4.3,0,-2.0,0,1.5,0
19681025,-6.6,0,-4.8,0,-2.2,0
19681026,-7.5,0,-3.1,0,1.7,0
19681027,-6.3,0,-2.1,0,2.4,0
