Date,Min,MinCorrect,Average,AverageCorrect,Max,MaxCorrect
18870825,11.1,0,16.0,0,20.9,0
18870826,11.3,0,14.6,0,19.0,0
18870827,8.3,0,13.1,0,17.6,0
18870828,6.4,0,13.3,0,17.3,0
18870829,10.3,0,16.1,0,20.5,0
18870830,12.5,0,17.6,0,23.0,0
18870831,14.2,0,18.2,0,22.4,0
18870901,16.9,0,18.9,0,22.8,0
18870902,15.1,0,16.7,0,19.9,0
18870903,11.2,0,18.4,0,24.1,0
18870904,13.4,0,15.9,0,19.8,0
18870905,11.9,0,15.2,0,18.8,0
18870906,14.7,0,16.5,0,19.4,0
18870907,13.4,0,16.2,0,19.2,0
18870908,13.1,0,15.3,0,18.6,0
18870909,9.3,0,11.9,0,13.9,0
18870910,8.4,0,13.4,0,18.4,0
18870911,10.5,0,12.1,0,14.5,0
18870912,9.1,0,11.3,0,15.8,0
18870913,7.6,0,12.4,0,16.9,0
18870914,10.9,0,14.5,0,21.4,0
18870915,11.8,0,14.2,0,17.9,0
18870916,9.9,0,12.7,0,15.5,0
18870917,12.0,0,14.6,0,18.6,0
18870918,12.3,0,15.1,0,16.5,0
18870919,11.8,0,12.6,0,15.3,0
18870920,9.8,0,11.1,0,13.2,0
18870921,7.3,0,9.5,0,12.6,0
18870922,6.9,0,8.8,0,11.4,0
18870923,3.9,0,7.9,0,9.9,0
18870924,8.1,0,10.5,0,12.8,0
18870925,7.6,0,8.3,0,10.0,0
18870926,4.6,0,10.0,0,13.8,0
18870927,8.6,0,11.2,0,14.7,0
18870928,7.3,0,8.8,0,10.8,0
18870929,7.8,0,9.1,0,11.5,0
18870930,5.6,0,8.5,0,12.0,0
18871001,5.4,0,6.4,0,8.0,0
18871002,5.4,0,6.9,0,8.5,0
18871003,3.0,0,4.4,0,7.2,0
18871004,0.9,0,3.1,0,5.8,0
18871005,-0.4,0,3.7,0,6.5,0
18871006,4.0,0,6.2,0,8.0,0
18871007,3.2,0,5.3,0,8.5,0
18871008,2.5,0,4.0,0,6.8,0
18871009,-1.5,0,0.7,0,3.5,0
18871010,-2.1,0,0.3,0,3.5,0
18871011,-2.1,0,0.0,0,1.8,0
18871012,-0.7,0,0.7,0,2.1,0
18871013,2.4,0,5.1,0,8.5,0
18871014,1.5,0,3.6,0,6.2,0
18871015,1.7,0,4.4,0,9.2,0
18871016,-0.6,0,1.3,0,3.5,0
18871017,-2.3,0,2.1,0,5.5,0
18871018,1.3,0,3.4,0,5.2,0
18871019,2.7,0,5.4,0,6.3,0
18871020,3.1,0,5.6,0,8.0,0
18871021,0.6,0,2.4,0,7.0,0
18871022,-3.4,0,-1.4,0,0.7,0
18871023,-4.2,0,0.7,0,2.8,0
18871024,2.8,0,4.2,0,6.4,0
18871025,0.0,0,2.2,0,3.6,0
18871026,-3.1,0,-2.3,0,0.2,0
18871027,-5.2,0,2.9,0,5.1,0
18871028,4.8,0,5.5,0,6.0,0
18871029,1.9,0,3.9,0,6.7,0
18871030,3.3,0,4.6,0,5.3,0
18871031,4.1,0,5.3,0,6.9,0
18871101,3.5,0,4.9,0,6.5,0
18871102,2.2,0,3.8,0,6.2,0
18871103,1.9,0,5.2,0,7.5,0
18871104,6.7,0,8.1,0,8.8,0
18871105,6.7,0,8.1,0,9.3,0
18871106,4.5,0,4.9,0,6.7,0
18871107,3.5,0,4.4,0,5.5,0
18871108,-1.5,0,1.1,0,4.0,0
18871109,-2.6,0,1.2,0,3.1,0
18871110,-2.6,0,0.5,0,3.5,0
18871111,-5.2,0,-2.3,0,-1.0,0
18871112,-3.9,0,-2.1,0,-0.6,0
18871113,-12.1,0,-8.7,0,-3.9,0
18871114,-12.3,0,-8.5,0,-6.3,0
18871115,-15.5,0,-12.0,0,-8.4,0
18871116,-12.6,0,-5.6,0,-4.6,0
18871117,-4.4,0,0.1,0,1.7,0
18871118,1.2,0,1.8,0,3.0,0
18871119,-1.6,0,0.6,0,2.7,0
18871120,-3.8,0,-1.8,0,0.2,0
18871121,-3.5,0,-0.4,0,2.0,0
18871122,-6.2,0,-5.2,0,-3.6,0
18871123,-7.9,0,-6.6,0,-4.2,0
18871124,-12.2,0,-9.5,0,-7.8,0
18871125,-7.8,0,0.2,0,1.3,0
18871126,-0.2,0,1.7,0,2.4,0
18871127,1.2,0,3.3,0,5.0,0
18871128,2.5,0,4.0,0,5.3,0
18871129,-2.6,0,-0.5,0,2.7,0
18871130,-7.0,0,-4.5,0,1.2,0
18871201,-8.8,0,-6.8,0,-5.6,0
18871202,-7.3,0,0.8,0,1.8,0
18871203,-1.1,0,0.8,0,2.8,0
18871204,-0.5,0,0.7,0,4.6,0
18871205,-9.1,0,-6.1,0,1.4,0
18871206,-9.6,0,-3.2,0,0.3,0
18871207,-2.6,0,-1.7,0,0.2,0
18871208,-4.3,0,-3.3,0,-2.2,0
18871209,-3.3,0,-2.0,0,-1.1,0
18871210,-1.3,0,0.9,0,1.7,0
18871211,-6.4,0,-1.9,0,1.7,0
18871212,-7.1,0,-4.8,0,-2.0,0
18871213,-9.4,0,-6.3,0,-3.3,0
18871214,-10.9,0,-8.2,0,-6.6,0
18871215,-10.8,0,-7.3,0,-6.6,0
18871216,-7.5,0,-4.6,0,-1.6,0
18871217,-1.4,0,0.4,0,0.9,0
18871218,0.8,0,1.4,0,1.8,0
18871219,-1.2,0,-0.1,0,1.7,0
18871220,-4.5,0,-1.9,0,-0.7,0
18871221,-13.1,0,-9.2,0,-2.0,0
18871222,-19.5,0,-17.1,0,-13.1,0
18871223,-15.9,0,-7.0,0,-5.7,0
18871224,-8.1,0,-5.1,0,-4.0,0
18871225,-12.1,0,-8.4,0,-5.2,0
18871226,-22.2,0,-19.3,0,-11.8,0
18871227,-20.7,0,-17.5,0,-15.2,0
18871228,-16.1,0,-10.2,0,-8.2,0
18871229,-23.4,0,-17.1,0,-10.3,0
18871230,-22.6,0,-20.8,0,-18.4,0
18871231,-23.1,0,-19.4,0,-14.9,0
18880101,-15.2,0,-10.5,0,-9.2,0
18880102,-13.3,0,-7.9,0,-3.8,0
18880103,-15.6,0,-12.0,0,-10.3,0
18880104,-11.6,0,-6.0,0,-4.4,0
18880105,-5.3,0,-1.1,0,0.4,0
18880106,-2.5,0,-1.0,0,0.5,0
18880107,-5.3,0,0.3,0,1.5,0
18880108,-4.8,0,-1.6,0,1.0,0
18880109,-17.8,0,-11.6,0,-4.6,0
18880110,-18.4,0,-5.4,0,1.5,0
18880111,-6.8,0,-2.8,0,0.7,0
18880112,-15.7,0,-12.4,0,-6.6,0
18880113,-23.8,0,-22.0,0,-14.9,0
18880114,-24.0,0,-12.3,0,-8.9,0
18880115,-10.4,0,-9.2,0,-8.3,0
18880116,-11.0,0,-2.7,0,-1.3,0
18880117,-3.0,0,-2.4,0,-1.0,0
18880118,-12.7,0,-8.1,0,-2.5,0
18880119,-15.3,0,-8.9,0,-3.2,0
18880120,-16.4,0,-11.7,0,-1.8,0
18880121,-18.2,0,-11.2,0,-7.4,0
18880122,-17.2,0,-14.5,0,-9.6,0
18880123,-16.9,0,-15.2,0,-13.9,0
18880124,-21.7,0,-18.0,0,-15.3,0
18880125,-18.3,0,-17.0,0,-15.3,0
18880126,-19.5,0,-18.2,0,-15.9,0
18880127,-22.5,0,-21.1,0,-18.3,0
18880128,-27.5,0,-24.4,0,-20.9,0
18880129,-28.0,0,-25.4,0,-22.1,0
18880130,-25.3,0,-20.7,0,-18.1,0
18880131,-21.5,0,-18.5,0,-16.1,0
18880201,-18.3,0,-12.2,0,-9.7,0
18880202,-18.0,0,-13.0,0,-9.5,0
18880203,-17.9,0,-13.4,0,-11.3,0
18880204,-11.9,0,-6.2,0,-4.5,0
18880205,-13.6,0,-10.6,0,-7.9,0
18880206,-18.0,0,-11.2,0,-7.2,0
18880207,-22.0,0,-17.7,0,-12.6,0
18880208,-16.5,0,-14.7,0,-10.7,0
18880209,-19.6,0,-16.8,0,-13.6,0
18880210,-24.2,0,-20.7,0,-16.2,0
18880211,-24.3,0,-18.2,0,-16.3,0
18880212,-19.9,0,-8.2,0,-5.5,0
18880213,-6.3,0,-1.5,0,0.8,0
18880214,-7.8,0,-4.4,0,0.0,0
18880215,-14.9,0,-11.4,0,-2.9,0
18880216,-15.9,0,-13.7,0,-11.6,0
18880217,-17.5,0,-14.5,0,-12.6,0
18880218,-16.1,0,-8.3,0,-5.3,0
18880219,-13.7,0,-10.7,0,-5.8,0
18880220,-20.0,0,-17.3,0,-12.9,0
18880221,-19.4,0,-15.3,0,-12.2,0
18880222,-18.1,0,-9.4,0,-6.7,0
18880223,-17.7,0,-13.2,0,-10.1,0
18880224,-22.5,0,-16.3,0,-11.3,0
18880225,-13.3,0,-7.6,0,-5.8,0
18880226,-11.2,0,-8.1,0,-5.7,0
18880227,-14.6,0,-12.0,0,-8.6,0
18880228,-16.7,0,-12.9,0,-9.4,0
18880229,-14.7,0,-11.3,0,-8.1,0
18880301,-15.2,0,-4.1,0,-2.7,0
18880302,-22.3,0,-15.5,0,-2.8,0
18880303,-25.6,0,-18.2,0,-12.9,0
18880304,-18.0,0,-14.4,0,-11.9,0
18880305,-24.3,0,-18.1,0,-13.1,0
18880306,-17.8,0,-14.2,0,-8.4,0
18880307,-27.0,0,-17.8,0,-12.1,0
18880308,-20.4,0,-16.6,0,-11.3,0
18880309,-22.2,0,-19.2,0,-14.9,0
18880310,-25.5,0,-20.9,0,-14.5,0
18880311,-21.2,0,-16.9,0,-12.7,0
18880312,-21.0,0,-16.3,0,-11.7,0
18880313,-24.0,0,-18.9,0,-14.1,0
18880314,-24.8,0,-18.9,0,-15.2,0
18880315,-17.1,0,-13.3,0,-11.2,0
18880316,-16.9,0,-14.2,0,-10.2,0
18880317,-24.5,0,-17.6,0,-12.4,0
18880318,-20.5,0,-13.0,0,-6.3,0
18880319,-24.0,0,-13.9,0,-4.0,0
18880320,-16.5,0,-8.3,0,-0.2,0
18880321,-11.1,0,-6.2,0,0.4,0
18880322,-10.7,0,-4.2,0,2.2,0
18880323,-6.5,0,-2.4,0,1.9,0
18880324,-3.5,0,-0.3,0,1.6,0
18880325,-8.0,0,-5.5,0,-0.8,0
18880326,-9.0,0,-1.6,0,2.5,0
18880327,0.0,0,1.7,0,3.5,0
18880328,-0.2,0,1.2,0,4.0,0
18880329,-2.3,0,1.5,0,5.9,0
18880330,1.8,0,4.7,0,10.9,0
18880331,2.2,0,6.6,0,12.4,0
18880401,2.7,0,3.5,0,7.5,0
18880402,1.3,0,3.2,0,6.0,0
18880403,1.1,0,3.0,0,6.5,0
18880404,1.6,0,4.4,0,9.5,0
18880405,0.4,0,2.0,0,5.9,0
18880406,-2.2,0,-0.6,0,1.4,0
18880407,-3.8,0,-1.2,0,-0.2,0
18880408,-1.0,0,1.2,0,3.0,0
18880409,0.2,0,1.3,0,2.5,0
18880410,1.0,0,2.0,0,4.2,0
18880411,0.5,0,1.4,0,3.2,0
18880412,0.2,0,1.2,0,4.0,0
18880413,0.0,0,3.2,0,6.8,0
18880414,-2.6,0,-0.2,0,2.5,0
18880415,-4.3,0,-1.2,0,2.6,0
18880416,-3.8,0,0.4,0,3.9,0
18880417,-2.2,0,1.0,0,4.5,0
18880418,-4.1,0,1.1,0,4.5,0
18880419,0.2,0,6.1,0,9.7,0
18880420,3.1,0,9.3,0,15.1,0
18880421,3.4,0,6.3,0,10.4,0
18880422,-1.6,0,0.5,0,6.0,0
18880423,-8.5,0,-3.5,0,-0.9,0
18880424,-5.6,0,0.4,0,5.7,0
18880425,-2.7,0,4.1,0,8.8,0
18880426,-4.9,0,-2.2,0,4.3,0
18880427,-7.1,0,-1.7,0,2.1,0
18880428,-2.5,0,2.8,0,10.7,0
18880429,-0.3,0,3.7,0,8.1,0
18880430,5.0,0,9.7,0,16.0,0
18880501,2.5,0,10.2,0,15.8,0
18880502,3.1,0,10.8,0,18.4,0
18880503,2.9,0,5.7,0,12.0,0
18880504,1.8,0,10.4,0,20.1,0
18880505,3.2,0,7.0,0,12.2,0
18880506,1.0,0,7.6,0,12.2,0
18880507,1.8,0,3.9,0,8.2,0
18880508,0.0,0,6.8,0,9.6,0
18880509,5.3,0,7.4,0,10.3,0
18880510,1.3,0,3.6,0,6.6,0
18880511,1.3,0,3.1,0,6.5,0
18880512,-1.5,0,3.7,0,8.3,0
18880513,0.1,0,4.9,0,8.3,0
18880514,1.5,0,8.1,0,10.0,0
18880515,5.0,0,7.0,0,10.7,0
18880516,2.6,0,7.3,0,11.5,0
18880517,3.9,0,8.5,0,12.1,0
18880518,6.9,0,11.0,0,17.6,0
18880519,8.7,0,10.8,0,14.5,0
18880520,6.0,0,9.4,0,13.3,0
18880521,2.0,0,4.9,0,9.0,0
18880522,0.6,0,4.7,0,9.0,0
18880523,1.0,0,7.7,0,12.0,0
18880524,6.3,0,10.6,0,14.9,0
18880525,7.1,0,9.6,0,12.6,0
18880526,1.3,0,3.3,0,8.9,0
18880527,1.3,0,2.8,0,5.3,0
18880528,0.6,0,8.3,0,11.8,0
18880529,4.3,0,7.4,0,9.6,0
18880530,3.0,0,11.1,0,14.4,0
18880531,6.1,0,14.3,0,18.2,0
18880601,10.0,0,16.8,0,23.3,0
18880602,10.3,0,11.0,0,15.3,0
18880603,8.3,0,9.7,0,11.7,0
18880604,6.0,0,10.1,0,13.1,0
18880605,8.0,0,11.1,0,15.3,0
18880606,6.7,0,8.8,0,13.0,0
18880607,5.0,0,8.7,0,12.4,0
18880608,4.8,0,10.3,0,13.8,0
18880609,4.3,0,12.8,0,16.3,0
18880610,6.0,0,14.7,0,19.5,0
18880611,8.5,0,14.7,0,18.9,0
18880612,11.6,0,13.3,0,16.6,0
18880613,9.1,0,13.5,0,15.9,0
18880614,9.5,0,12.5,0,16.1,0
18880615,5.6,0,10.6,0,16.1,0
18880616,8.0,0,10.6,0,13.6,0
18880617,9.0,0,11.8,0,13.4,0
18880618,11.4,0,15.1,0,18.5,0
18880619,11.6,0,16.9,0,21.0,0
18880620,10.3,0,14.3,0,17.9,0
18880621,8.1,0,17.0,0,21.4,0
18880622,12.0,0,14.4,0,18.0,0
18880623,8.3,0,13.7,0,16.4,0
18880624,7.5,0,11.7,0,14.1,0
18880625,7.6,0,14.6,0,19.8,0
18880626,11.0,0,13.1,0,16.7,0
18880627,6.1,0,13.8,0,17.6,0
18880628,11.0,0,15.9,0,18.4,0
18880629,11.4,0,15.1,0,18.3,0
18880630,7.3,0,11.9,0,15.2,0
18880701,8.0,0,9.2,0,12.1,0
18880702,7.8,0,9.2,0,11.1,0
18880703,8.2,0,12.8,0,16.8,0
18880704,10.1,0,16.3,0,19.1,0
18880705,13.0,0,18.5,0,23.5,0
18880706,10.0,0,12.7,0,16.8,0
18880707,13.1,0,17.9,0,22.1,0
18880708,14.2,0,16.1,0,20.3,0
18880709,11.3,0,13.5,0,16.5,0
18880710,11.1,0,14.2,0,18.0,0
18880711,12.8,0,14.9,0,17.3,0
18880712,12.9,0,16.2,0,18.9,0
18880713,11.6,0,17.5,0,22.0,0
18880714,10.8,0,15.2,0,19.1,0
18880715,11.1,0,16.3,0,20.1,0
18880716,11.7,0,16.1,0,20.8,0
18880717,11.3,0,16.2,0,20.2,0
18880718,14.7,0,17.9,0,21.3,0
18880719,12.4,0,19.3,0,22.2,0
18880720,13.9,0,16.1,0,19.6,0
18880721,8.6,0,13.5,0,16.9,0
18880722,9.0,0,16.1,0,20.4,0
18880723,12.0,0,17.0,0,20.6,0
18880724,13.3,0,19.2,0,23.4,0
18880725,14.3,0,17.1,0,20.3,0
18880726,12.8,0,19.6,0,22.5,0
18880727,14.6,0,18.4,0,21.2,0
18880728,14.1,0,17.2,0,21.4,0
18880729,13.0,0,17.3,0,20.1,0
18880730,15.4,0,19.3,0,22.3,0
18880731,14.8,0,19.0,0,23.8,0
18880801,16.2,0,19.0,0,22.6,0
18880802,14.2,0,16.3,0,18.4,0
18880803,13.2,0,16.5,0,21.9,0
18880804,12.5,0,20.1,0,26.1,0
18880805,13.7,0,16.0,0,20.0,0
18880806,12.3,0,16.8,0,20.4,0
18880807,12.2,0,16.9,0,18.9,0
18880808,15.8,0,17.6,0,19.3,0
18880809,15.4,0,17.4,0,19.4,0
18880810,13.5,0,16.7,0,20.1,0
18880811,12.5,0,14.3,0,17.9,0
18880812,11.6,0,14.9,0,17.9,0
18880813,12.4,0,13.9,0,16.0,0
18880814,13.4,0,15.7,0,19.8,0
18880815,11.0,0,14.2,0,18.8,0
18880816,11.9,0,14.1,0,17.0,0
18880817,10.2,0,11.8,0,15.6,0
18880818,9.2,0,13.2,0,17.7,0
18880819,11.6,0,13.1,0,16.2,0
18880820,8.7,0,12.8,0,16.4,0
18880821,6.6,0,12.1,0,16.4,0
18880822,6.7,0,13.2,0,18.4,0
18880823,8.3,0,15.1,0,19.1,0
18880824,9.7,0,14.4,0,17.8,0
18880825,11.6,0,12.3,0,15.3,0
18880826,11.3,0,15.0,0,17.3,0
18880827,14.2,0,17.0,0,21.8,0
18880828,11.7,0,18.5,0,24.8,0
18880829,12.9,0,18.7,0,25.1,0
18880830,12.6,0,18.3,0,24.6,0
18880831,12.0,0,17.9,0,24.3,0
18880901,13.5,0,15.8,0,19.1,0
18880902,10.7,0,15.1,0,19.1,0
18880903,10.9,0,13.7,0,15.3,0
18880904,14.7,0,19.9,0,25.5,0
18880905,14.6,0,16.6,0,19.3,0
18880906,11.7,0,15.1,0,18.3,0
18880907,12.5,0,15.8,0,19.1,0
18880908,14.4,0,15.8,0,18.8,0
18880909,6.5,0,8.8,0,14.6,0
18880910,3.5,0,10.5,0,15.4,0
18880911,4.6,0,13.7,0,21.8,0
18880912,12.8,0,15.6,0,22.3,0
18880913,9.5,0,11.7,0,13.1,0
18880914,9.8,0,11.7,0,14.1,0
18880915,5.3,0,7.3,0,10.4,0
18880916,3.1,0,5.8,0,7.4,0
18880917,4.5,0,7.3,0,11.0,0
18880918,1.7,0,5.9,0,8.5,0
18880919,2.8,0,8.9,0,13.1,0
18880920,4.5,0,9.0,0,12.3,0
18880921,7.3,0,11.9,0,14.9,0
18880922,9.9,0,11.3,0,12.9,0
18880923,3.7,0,9.3,0,13.6,0
18880924,8.5,0,11.7,0,14.7,0
18880925,4.2,0,5.7,0,8.9,0
18880926,0.9,0,4.6,0,8.4,0
18880927,5.7,0,8.5,0,11.4,0
18880928,1.7,0,4.9,0,8.7,0
18880929,-1.8,0,3.7,0,7.4,0
18880930,2.5,0,7.0,0,9.6,0
18881001,6.5,0,10.5,0,13.5,0
18881002,5.8,0,7.8,0,11.0,0
18881003,2.2,0,6.7,0,11.1,0
18881004,6.1,0,9.1,0,12.0,0
18881005,3.6,0,8.1,0,12.8,0
18881006,5.3,0,8.0,0,10.9,0
18881007,3.1,0,6.2,0,10.2,0
18881008,4.3,0,6.8,0,10.5,0
18881009,3.0,0,6.5,0,10.5,0
18881010,2.6,0,5.2,0,7.0,0
18881011,4.9,0,8.0,0,12.3,0
18881012,2.0,0,4.6,0,8.2,0
18881013,1.5,0,7.3,0,8.5,0
18881014,7.4,0,8.5,0,10.0,0
18881015,4.6,0,5.9,0,9.2,0
18881016,1.7,0,3.8,0,6.0,0
18881017,0.8,0,2.0,0,4.2,0
18881018,-0.3,0,0.4,0,1.5,0
18881019,-1.2,0,0.0,0,1.5,0
18881020,-1.2,0,-0.3,0,0.5,0
18881021,-0.2,0,2.5,0,3.9,0
18881022,-0.2,0,1.6,0,2.3,0
18881023,-0.5,0,0.3,0,1.1,0
18881024,-1.7,0,-0.8,0,0.7,0
18881025,-2.1,0,4.8,0,6.6,0
18881026,-1.5,0,-0.7,0,5.7,0
18881027,-3.6,0,-2.9,0,-0.7,0
18881028,-9.4,0,-7.0,0,-2.9,0
18881029,-7.4,0,0.9,0,6.6,0
18881030,-4.8,0,-1.2,0,6.0,0
18881031,-5.6,0,-3.5,0,-1.6,0
18881101,-8.7,0,-6.6,0,-4.0,0
18881102,-9.8,0,-3.2,0,-0.7,0
18881103,-7.7,0,-5.7,0,-2.1,0
18881104,-9.6,0,-5.0,0,-3.6,0
18881105,-6.1,0,-4.8,0,-4.3,0
18881106,-6.0,0,-3.0,0,-2.2,0
18881107,-5.3,0,-2.1,0,-0.7,0
18881108,-3.6,0,-2.2,0,-0.5,0
18881109,-5.5,0,-3.4,0,-1.9,0
18881110,-6.1,0,-3.3,0,-1.5,0
18881111,-5.7,0,-3.3,0,-0.5,0
18881112,-5.2,0,-3.8,0,-2.6,0
18881113,-6.9,0,-2.6,0,-1.7,0
18881114,-3.8,0,-2.0,0,-1.0,0
18881115,-1.5,0,0.2,0,1.3,0
18881116,-5.3,0,-1.0,0,2.8,0
18881117,1.4,0,4.4,0,5.9,0
18881118,0.2,0,1.8,0,5.3,0
18881119,0.3,0,1.0,0,1.7,0
18881120,0.4,0,3.1,0,5.1,0
18881121,-2.4,0,-1.0,0,3.4,0
18881122,-4.8,0,-1.8,0,0.6,0
18881123,-2.0,0,1.3,0,2.2,0
18881124,0.5,0,1.3,0,2.0,0
18881125,-2.0,0,-0.7,0,1.5,0
18881126,-2.6,0,0.3,0,4.0,0
18881127,1.4,0,2.5,0,4.0,0
18881128,-3.1,0,-2.2,0,1.9,0
18881129,-3.3,0,-0.6,0,1.9,0
18881130,-0.8,0,0.5,0,2.0,0
18881201,-2.1,0,-0.9,0,1.0,0
18881202,-2.8,0,-1.9,0,-0.7,0
18881203,-7.5,0,-5.0,0,-2.2,0
18881204,-14.9,0,-11.8,0,-7.3,0
18881205,-9.7,0,-0.9,0,1.0,0
18881206,0.8,0,2.0,0,2.8,0
18881207,1.1,0,1.6,0,3.3,0
18881208,-0.2,0,1.4,0,2.6,0
18881209,1.6,0,2.1,0,3.2,0
18881210,-2.7,0,-0.9,0,2.4,0
18881211,-11.3,0,-8.4,0,-2.0,0
18881212,-15.4,0,-13.2,0,-11.1,0
18881213,-15.0,0,-5.5,0,-1.3,0
18881214,-1.5,0,1.1,0,2.0,0
18881215,-5.0,0,-0.9,0,2.0,0
18881216,-7.8,0,-4.4,0,-2.3,0
18881217,-15.9,0,-12.9,0,-3.0,0
18881218,-15.8,0,-5.3,0,-1.5,0
18881219,-4.5,0,-1.0,0,0.3,0
18881220,-7.9,0,-4.8,0,-1.2,0
18881221,-17.5,0,-14.9,0,-7.5,0
18881222,-18.8,0,-17.5,0,-16.3,0
18881223,-18.7,0,-15.3,0,-13.3,0
18881224,-22.4,0,-21.1,0,-18.3,0
18881225,-23.5,0,-21.6,0,-18.4,0
18881226,-24.0,0,-22.2,0,-20.6,0
18881227,-21.0,0,-15.8,0,-12.1,0
18881228,-12.3,0,-9.8,0,-8.8,0
18881229,-9.5,0,-8.4,0,-7.5,0
18881230,-17.7,0,-16.2,0,-9.5,0
18881231,-18.8,0,-17.6,0,-12.7,0
18890101,-20.2,0,-18.6,0,-16.6,0
18890102,-18.3,0,-12.3,0,-9.4,0
18890103,-10.8,0,-8.7,0,-5.9,0
18890104,-11.4,0,-4.6,0,-2.8,0
18890105,-3.5,0,1.5,0,2.0,0
18890106,1.4,0,1.8,0,2.4,0
18890107,-0.1,0,0.7,0,2.1,0
18890108,-4.1,0,-3.2,0,0.7,0
18890109,-6.0,0,-4.7,0,-2.9,0
18890110,-9.2,0,-7.2,0,-5.5,0
18890111,-9.4,0,-6.4,0,-4.7,0
18890112,-11.4,0,-9.8,0,-7.4,0
18890113,-16.0,0,-14.5,0,-10.9,0
18890114,-15.8,0,-13.0,0,-10.2,0
18890115,-15.2,0,-12.3,0,-9.6,0
18890116,-13.3,0,-9.2,0,-5.6,0
18890117,-6.1,0,-4.3,0,-3.7,0
18890118,-6.5,0,-4.5,0,-3.5,0
18890119,-4.6,0,-3.8,0,-2.2,0
18890120,-6.5,0,-3.4,0,-1.6,0
18890121,-7.5,0,-6.0,0,-4.9,0
18890122,-9.0,0,-7.7,0,-6.1,0
18890123,-16.0,0,-14.0,0,-7.8,0
18890124,-14.0,0,-9.3,0,-2.8,0
18890125,-13.9,0,-6.4,0,1.4,0
18890126,-10.3,0,-8.6,0,-0.1,0
18890127,-9.8,0,-9.0,0,-8.2,0
18890128,-13.0,0,-11.8,0,-8.3,0
18890129,-18.8,0,-16.5,0,-12.6,0
18890130,-20.0,0,-12.5,0,-7.4,0
18890131,-7.5,0,-2.4,0,-1.1,0
18890201,-11.8,0,-9.2,0,-2.2,0
18890202,-13.8,0,-11.4,0,-10.0,0
18890203,-22.2,0,-18.2,0,-11.3,0
18890204,-23.0,0,-19.4,0,-14.6,0
18890205,-25.9,0,-21.2,0,-18.4,0
18890206,-20.0,0,-14.7,0,-12.3,0
18890207,-14.6,0,-12.3,0,-9.8,0
18890208,-18.5,0,-15.3,0,-13.1,0
18890209,-13.4,0,-12.6,0,-11.8,0
18890210,-13.6,0,-10.9,0,-9.6,0
18890211,-13.8,0,-10.6,0,-8.7,0
18890212,-19.0,0,-17.3,0,-13.7,0
18890213,-20.9,0,-14.6,0,-11.0,0
18890214,-12.1,0,-6.2,0,-4.1,0
18890215,-13.2,0,-9.3,0,-6.3,0
18890216,-9.0,0,-5.8,0,-3.5,0
18890217,-10.5,0,-6.8,0,-3.9,0
18890218,-18.0,0,-14.6,0,-9.1,0
18890219,-18.4,0,-12.3,0,-8.1,0
18890220,-12.2,0,-10.5,0,-7.8,0
18890221,-13.8,0,-10.9,0,-8.9,0
18890222,-14.3,0,-12.0,0,-7.6,0
18890223,-15.5,0,-8.2,0,-1.0,0
18890224,-3.0,0,-1.2,0,1.3,0
18890225,-5.0,0,-2.8,0,-0.1,0
18890226,-11.1,0,-8.2,0,-4.1,0
18890227,-9.7,0,-6.5,0,-3.6,0
18890228,-9.7,0,-8.1,0,-5.0,0
18890301,-13.2,0,-11.4,0,-9.4,0
18890302,-13.5,0,-10.9,0,-8.5,0
18890303,-15.8,0,-13.5,0,-9.2,0
18890304,-21.2,0,-15.7,0,-8.9,0
18890305,-20.4,0,-15.0,0,-6.7,0
18890306,-19.9,0,-13.9,0,-7.1,0
18890307,-13.8,0,-9.6,0,-7.0,0
18890308,-11.4,0,-8.6,0,-4.8,0
18890309,-10.3,0,-7.1,0,-2.1,0
18890310,-11.7,0,-7.6,0,-4.6,0
18890311,-7.4,0,-4.5,0,-2.5,0
18890312,-6.9,0,-4.8,0,-3.5,0
18890313,-6.2,0,-3.1,0,-0.4,0
18890314,-13.7,0,-12.1,0,-3.5,0
18890315,-19.3,0,-17.0,0,-12.6,0
18890316,-22.7,0,-13.4,0,-9.2,0
18890317,-10.0,0,-5.1,0,-0.9,0
18890318,-14.5,0,-13.0,0,-5.8,0
18890319,-20.8,0,-10.5,0,-3.9,0
18890320,-13.2,0,-7.0,0,-1.7,0
18890321,-8.0,0,-0.6,0,2.2,0
18890322,0.3,0,1.6,0,2.6,0
18890323,-10.8,0,-7.2,0,2.1,0
18890324,-13.8,0,-5.8,0,-2.0,0
18890325,-5.8,0,-2.4,0,0.3,0
18890326,-8.5,0,-0.6,0,2.1,0
18890327,0.7,0,2.1,0,4.8,0
18890328,-1.2,0,-0.2,0,1.3,0
18890329,-2.3,0,-1.1,0,1.5,0
18890330,-5.6,0,-3.4,0,0.2,0
18890331,-8.3,0,-4.5,0,-1.0,0
18890401,-14.9,0,-7.1,0,0.4,0
18890402,-12.0,0,-5.0,0,-0.8,0
18890403,-6.6,0,-3.7,0,1.3,0
18890404,-11.8,0,-0.7,0,9.6,0
18890405,-0.7,0,4.0,0,7.0,0
18890406,0.4,0,2.6,0,6.2,0
18890407,1.5,0,2.7,0,4.3,0
18890408,1.1,0,2.0,0,3.2,0
18890409,0.4,0,1.8,0,4.0,0
18890410,-0.9,0,0.2,0,1.5,0
18890411,-1.5,0,0.2,0,2.0,0
18890412,-1.2,0,1.0,0,3.0,0
